tinh;huyen;xa;diaban;hoso;m7c1;m7c2;m7c3;m7c4;m7c5;m7c6;m7c7;m7c8;m7c9;m7c10;m7c11;m7c12;m7c13;m7c14;m7c15;m7c16;m7c17;m7c18;m7c19;m7c20a;m7c20b;m7c21;m7c22;m7c23;m7c23a;m7c24;m7c241;m7c242;m7c25;m7c251;m7c252;m7c253;m7c254;m7c26;m7c27;m7c27a;m7c28;m7c29;m7c30;m7c31;m7c32;m7c33;m7c34;m7c35;m7c36;m7c37;m7c38;m7c39;m7c391;m7c40;m7c41;m7c42;m7c43;m7c44
101;9;33;10;19;1;130;2;1996;;1;2;;;;;1000000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;240;1;1;1;2400;1;1;72;;2712;1;1;12;3600
101;9;33;10;20;1;60;2;1990;;1;2;;;;;700000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;360;1;1;1;2400;1;1;108;;2868;2;;;
101;9;33;10;24;1;220;2;1963;;1;2;;;;;1000000;1;1;46204;12;12;500000;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;840;1;1;1;3000;1;1;108;;3948;1;2;;
101;9;35;24;13;1;22;2;1998;;1;2;;;;;550000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;240;1;1;1;3000;1;1;64;;3304;2;;;
101;9;35;24;14;1;6;2;1978;;1;2;;;;;650000;1;1;15247;11;12;-1;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;216;1;1;1;840;1;1;16;;1072;2;;;
101;9;35;24;20;1;24;2;1996;;1;2;;;;;480000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;2400;1;1;64;;3064;1;2;;
101;9;39;17;19;1;120;2;1996;;1;2;;;;;3100000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;520;1;1;1;4800;1;1;120;;5440;2;;;
101;9;39;17;20;1;120;2;1995;;1;2;;;;;3000000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;860;1;1;1;4000;1;1;200;;5060;2;;;
101;9;39;17;24;1;120;2;1995;;1;2;;;;;2800000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;2700;1;1;100;;3400;2;;;
101;11;1;10;13;1;113;2;1996;;2;2;;;;;1620000;2;;;;;;2;;;;2;;;0;;;5000;;;;;1;;;1;1;;1;840;1;1;1;3000;1;1;126;;8966;2;;;
101;11;1;10;14;1;123;2;1997;;2;2;;;;;1760000;2;;;;;;1;10;1997;;2;;;0;;;0;;;;;1;;;1;1;;1;840;1;1;1;6600;1;1;144;;7584;1;1;12;1800
101;11;1;10;15;1;51;2;1998;;3;2;;;;;1300000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;1440;1;1;168;;2208;2;;;
101;11;3;17;13;1;120;2;1998;;1;2;;;;;2000000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;840;1;1;1;11000;1;1;240;;12080;1;1;12;450
101;11;3;17;15;1;76;2;1998;;1;2;;;;;1200000;1;1;18182;12;12;800000;1;10;2003;;2;;;0;;;0;;;;;1;;;1;1;;1;680;1;1;1;2640;1;1;144;;3464;1;1;12;1000
101;11;3;17;24;1;100;2;1998;;1;2;;;;;1300000;1;2;;;;200000;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;720;1;1;1;4200;1;1;240;;5160;1;2;;
101;11;5;24;14;2;220;2;2002;1;1;2;;;;;1000000;1;2;;;;400000;1;7;2002;;2;;;0;;;0;;;;;1;;;1;1;;1;720;1;1;1;3600;1;1;360;;4680;1;1;12;2700
101;11;5;24;15;1;118;2;1992;;1;2;;;;;1100000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;3800;1;1;72;;4472;1;1;12;3300
101;11;5;24;19;1;240;2;1994;;1;2;;;;;1300000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;1200;1;1;1;7200;1;1;114;;8514;1;1;12;3600
101;11;17;33;13;1;15;2;1997;;1;2;;;;;550000;2;;;;;;1;8;1997;;2;;;0;;;0;;;;;1;;;1;1;;1;1020;1;1;1;3240;1;1;144;;4404;1;1;12;1800
101;11;17;33;14;1;60;2;2005;2;1;2;;;;;600000;1;1;34092;12;12;700000;1;11;1999;;2;;;0;;;0;;;;;1;;;1;1;;1;1020;1;1;1;3500;1;1;144;;4664;1;1;12;1800
101;11;17;33;15;1;100;2;1985;;1;2;;;;;900000;2;;;;;;1;10;1997;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;1440;1;1;144;;2184;2;;;
101;11;21;9;13;1;45;2;1988;;2;2;;;;;700000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;1920;1;1;48;;2568;2;;;
101;11;21;9;14;1;30;2;1994;;1;2;;;;;600000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;2760;1;1;96;;3456;2;;;
101;11;21;9;15;1;35;2;1983;;1;2;;;;;1100000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;840;1;1;1;3000;1;1;96;;3936;2;;;
101;13;1;13;13;1;92;2;1960;;1;2;;;;;927000;2;;;;;;2;;;;2;;;0;;;2800;;;;;1;;;1;1;;1;360;1;1;1;3360;1;1;96;;6616;2;;;
101;13;1;13;14;1;100;2;2002;4;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;360;1;1;1;3360;1;1;48;;3768;2;;;
101;13;1;13;20;1;114;2;2002;3;1;2;;;;;124600;1;1;13637;12;12;720000;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;350;1;1;1;3450;1;1;42;;3842;2;;;
101;13;5;19;13;1;72;2;2002;2;1;2;;;;;2100000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;360;1;1;1;3600;1;1;48;;4008;1;1;10;3600
101;13;5;19;15;1;85;2;1998;;1;2;;;;;1100000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;360;1;1;1;1200;1;1;96;;1656;2;;;
101;13;5;19;20;1;109;2;2003;2;1;2;;;;;1500000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;750;1;1;1;4800;1;1;96;;5646;1;2;;
101;13;7;15;14;1;300;2;2008;2;1;2;;;;;4550000;1;1;51138;12;12;4900000;1;3;2000;;2;;;0;;;0;;;;;1;;;1;1;;1;420;1;1;1;1800;1;1;87;;2307;2;;;
101;13;7;15;19;1;140;2;2003;3;1;2;;;;;2890000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;250;1;1;1;1210;1;1;84;;1544;2;;;
101;13;7;15;24;1;245;2;2002;2;1;2;;;;;3570000;2;;;;;;2;;;;2;;;0;;;10000;;;;;1;;;3;1;;1;520;1;1;1;7800;1;1;116;;18436;2;;;
101;13;13;10;13;1;130;1;1986;;1;2;;;;;5200000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;4200;1;1;144;;4944;2;;;
101;13;13;10;14;1;310;2;2005;2;1;2;;;;;2500000;2;;;;;;1;10;2005;;2;;;0;;;0;;;;;1;;;1;1;;1;1380;1;1;1;9200;1;1;288;;10868;1;1;12;1589
101;13;13;10;15;1;120;1;1992;;1;2;;;;;4800000;2;;;;;;2;;;;2;;;150000;;;10000;;;;;1;;;1;1;;1;720;1;1;1;6600;1;1;216;;167536;1;1;12;400
101;15;3;3;13;1;56;4;1972;;1;2;;;;;100000;2;;;;;;1;9;1990;;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;1;1;1;1180;1;1;72;;1252;2;;;
101;15;3;3;14;1;37;4;1991;;1;2;;;;;70000;2;;;;;;1;10;2007;54000;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;1;1;1;540;1;1;72;;54612;2;;;
101;15;3;3;15;1;24;4;1983;;1;2;;;;;50000;2;;;;;;1;9;1995;;2;;;0;;;0;;;;;1;;;1;5;2;1;120;1;1;1;740;1;1;72;;932;2;;;
101;15;9;11;14;1;50;3;2005;4;1;2;;;;;324100;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;620;1;1;6;;626;2;;;
101;15;9;11;15;1;45;4;1987;;1;2;;;;;684000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;660;1;1;6;;666;2;;;
101;15;9;11;20;1;68;3;2000;;1;2;;;;;299000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;1800;1;1;6;;1806;2;;;
101;15;19;13;13;1;70;3;1992;;1;2;;;;;2000000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;2400;1;1;108;;2508;1;2;;
101;15;19;13;19;1;50;3;2004;4;1;2;;;;;900000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;720;1;1;72;;792;2;;;
101;15;19;13;20;1;50;4;1996;;1;2;;;;;500000;1;2;;;;720000;1;6;1998;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;600;1;1;90;;690;2;;;
101;15;33;15;14;1;55;4;1997;;1;2;;;;;102000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;4;1;1;396;5;2;;;396;2;;;
101;15;33;15;20;1;40;4;2005;5;1;2;;;;;165000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;1;2;;4;1;1;360;5;2;;;360;2;;;
101;15;33;15;24;1;48;4;1996;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;2;3;6;2;2;;4;1;1;120;5;2;;;120;2;;;
101;15;39;12;13;1;40;4;2007;5;1;2;;;;;113000;2;;;;;;2;;;;1;21000;21000;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;300;1;2;;;21300;2;;;
101;15;39;12;14;1;86;3;2005;5;1;2;;;;;1038000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;496;5;2;;;496;2;;;
101;15;39;12;15;1;50;4;1977;;2;2;;;;;213200;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;2;2;;3;1;1;672;1;1;10;;682;2;;;
101;15;51;13;13;1;30;4;1983;;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;2;4;2;2;;4;1;1;204;5;2;;;204;2;;;
101;15;51;13;14;1;47;4;1992;;1;2;;;;;566000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;4;1;1;720;5;2;;;720;2;;;
101;15;51;13;15;1;150;2;2007;4;1;2;;;;;500000;2;;;;;;2;;;;1;350000;350000;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1080;1;1;30;;351110;2;;;
101;17;13;2;13;1;45;3;2001;4;1;2;;;;;450000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;840;1;1;120;;960;2;;;
101;17;13;2;14;1;60;3;1991;;1;2;;;;;450000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;2;1;4;2;2;;3;1;1;1080;1;1;120;;1200;2;;;
101;17;13;2;15;1;100;2;2003;4;1;2;;;;;950000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1020;1;1;150;;1170;2;;;
101;17;27;7;13;1;250;2;2005;4;1;2;;;;;300000;1;1;22178;12;12;400000;1;10;2000;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1800;1;1;120;;1920;1;2;;
101;17;27;7;14;1;40;4;1978;;1;2;;;;;500000;1;1;10533;4;4;600000;2;;;;1;117000;117000;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1200;1;1;144;;118344;2;;;
101;17;27;7;15;1;50;3;1998;;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;2400;1;1;96;;2496;2;;;
101;17;31;13;13;1;20;3;2006;4;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;2500;;;;;4;1;1;1;4;1;2;;5;1;1;360;1;1;60;;2920;2;;;
101;17;31;13;14;1;80;4;1970;;1;2;;;;;750000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;600;3;2;;;600;2;;;
101;17;31;13;15;2;250;4;2003;4;1;2;;;;;700000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;2400;1;1;144;;2544;2;;;
101;17;33;15;13;1;60;4;1982;;1;2;;;;;600000;1;1;5266;12;12;1000000;1;7;1993;;2;;;0;;;0;;;;;9;;;1;4;1;2;;1;1;1;1200;1;1;16;;1216;1;1;8;5400
101;17;33;15;14;1;60;2;1993;;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;3500;;;;;4;1;1;1;4;1;2;;1;1;1;1800;1;1;32;;5332;2;;;
101;17;33;15;15;1;35;4;1993;;1;2;;;;;400000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;5;1;1;480;1;1;32;;512;2;;;
101;17;35;16;13;1;60;4;2002;4;1;2;;;;;1000000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;720;3;2;;;720;2;;;
101;17;35;16;14;2;200;3;1993;;1;2;;;;;1800000;2;;;;;;1;6;1991;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1800;3;2;;;1800;1;1;12;5400
101;17;35;16;15;1;50;4;1992;;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1200;3;2;;;1200;1;2;;
101;17;37;23;13;1;30;4;1990;;1;2;;;;;490000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;960;1;1;96;;1056;2;;;
101;17;37;23;14;1;20;4;2002;4;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;240;1;1;144;;384;2;;;
101;17;37;23;15;1;60;4;1910;;1;2;;;;;750000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;960;1;1;120;;1080;2;;;
101;17;39;9;13;1;165;2;2002;3;1;2;;;;;1500000;1;2;;;;700000;1;7;1980;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;7200;1;1;60;;7260;1;1;12;3360
101;17;39;9;14;1;140;2;2003;4;1;2;;;;;1000000;1;1;13307;12;12;500000;2;;;;2;;;60000;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1320;1;1;70;;61390;1;2;;
101;17;39;9;15;1;28;4;1995;;1;2;;;;;600000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;840;1;1;48;;888;2;;;
101;19;5;18;13;1;28;4;1996;;1;2;;;;;384000;2;;;;;;1;4;1996;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;70;1;1;72;;142;1;1;5;2000
101;19;5;18;14;1;160;2;2000;;1;2;;;;;1680000;2;;;;;;1;3;1999;;2;;;0;;;0;;;;;4;1;1;1;4;2;2;;1;1;1;1800;1;1;144;;1944;2;;;
101;19;5;18;15;1;150;2;2005;4;1;2;;;;;1200000;2;;;;;;1;8;1985;;2;;;2200;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;2040;1;1;108;;4348;1;1;12;3000
101;19;17;20;13;1;250;2;2003;4;1;2;;;;;1200000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;2;4;1;2;;1;1;1;2160;1;1;180;;2340;2;;;
101;19;17;20;14;1;160;2;1991;;1;2;;;;;2500000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;2;4;1;2;;1;1;1;1080;1;1;144;;1224;2;;;
101;19;17;20;15;1;130;2;1994;;1;2;;;;;1000000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;2160;1;1;180;;2340;2;;;
101;19;55;8;14;1;40;4;1992;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;2;1;1;360;1;1;18;;378;2;;;
101;19;55;8;15;1;50;4;1984;;1;2;;;;;1200000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;3;1;1;840;1;1;94;;934;2;;;
101;19;55;8;19;1;100;3;2004;4;1;2;;;;;800000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;1440;1;1;72;;1512;2;;;
101;19;67;13;13;1;80;3;1998;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;2;2;;1;1;1;2200;1;1;48;;2248;2;;;
101;19;67;13;14;1;60;4;1986;;1;2;;;;;450000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;150;1;1;12;;162;2;;;
101;19;67;13;15;1;50;4;1996;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;3;1;1;600;1;1;36;;636;2;;;
101;21;5;18;13;1;120;2;2004;4;1;2;;;;;2034000;2;;;;;;2;;;;2;;;0;;;1700;;;;;1;;;1;1;;1;360;1;1;1;840;1;1;96;;2996;2;;;
101;21;5;18;14;1;220;2;2006;4;1;2;;;;;205000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;9;;1;420;1;1;1;1020;1;1;72;;1512;1;1;8;1800
101;21;5;18;15;1;46;2;2006;2;1;2;;;;;828000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;252;1;1;1;1200;1;1;96;;1548;2;;;
101;21;13;9;13;1;150;2;2007;4;1;2;;;;;1700000;2;;;;;;2;;;;1;450000;450000;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;600;1;1;72;;450672;2;;;
101;21;13;9;14;1;50;4;2003;3;1;2;;;;;1200000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1800;1;1;72;;1872;1;2;;
101;21;13;9;15;1;24;4;2008;5;3;2;;;;;200000;2;;;;;;2;;;;1;20000;20000;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;840;1;1;18;;20858;2;;;
101;21;21;34;13;1;90;3;1992;;1;2;;;;;1800000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;2400;1;1;72;;2472;1;2;;
101;21;21;34;14;1;120;2;1993;;1;2;;;;;1800000;1;1;16633;12;12;600000;1;10;1993;;2;;;0;;;0;;;;;4;1;1;1;4;1;1;160;1;1;1;3440;1;1;72;;3672;1;1;12;1800
101;21;21;34;15;1;105;2;2001;4;1;2;;;;;840000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;2400;1;1;90;;2490;1;2;;
101;21;23;13;15;1;70;2;2004;4;1;2;;;;;1700000;1;1;22178;12;12;2000000;1;5;1990;;2;;;0;;;0;;;;;1;;;1;1;;1;1104;1;1;1;3600;1;1;96;;4800;2;;;
101;21;23;13;19;1;108;2;1987;;1;2;;;;;1200000;1;1;31600;12;12;1000000;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;3600;1;1;150;;3750;2;;;
101;21;23;13;20;1;100;2;1997;;1;2;;;;;800000;2;;;;;;1;5;1997;;2;;;0;;;0;;;;;1;;;1;1;;1;960;1;1;1;3600;1;1;120;;4680;1;2;;
101;21;27;8;13;1;96;2;2002;4;1;2;;;;;4192000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;540;1;1;1;1560;1;1;144;;2244;2;;;
101;21;27;8;15;1;150;2;2008;4;1;2;;;;;2050000;2;;;;;;2;;;;1;550000;550000;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;1800;1;1;96;;552496;2;;;
101;21;27;8;19;2;40;2;1990;;1;2;;;;;1750000;2;;;;;;2;;;;2;;;40000;;;0;;;;;1;;;1;1;;1;540;1;1;1;1440;1;1;72;;42052;2;;;
101;21;31;15;14;1;48;2;1999;;1;2;;;;;1600000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1440;1;1;60;;1500;2;;;
101;21;31;15;15;1;71;2;2000;;1;2;;;;;1700000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1800;1;1;96;;1896;2;;;
101;21;31;15;20;1;120;2;2000;;1;2;;;;;2000000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;1;1;1;1920;1;1;36;;1956;2;;;
101;23;23;38;13;1;60;3;1987;;1;2;;;;;840000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;1;1;1;4;1;2;;1;1;1;960;1;1;120;;1080;2;;;
101;23;23;38;14;1;80;3;2000;;1;2;;;;;1700000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;4;1;2;;1;1;1;960;1;1;120;;1080;2;;;
101;23;23;38;15;1;180;2;2005;3;1;2;;;;;1200000;2;;;;;;2;;;;2;;;0;;;0;;;;;3;;;1;4;1;1;600;1;1;1;1440;1;1;120;;2160;2;;;
101;23;47;15;13;1;60;4;1986;;1;2;;;;;1560000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;2;;1;384;1;1;1;1620;1;1;120;;2124;2;;;
101;23;47;15;14;1;50;3;1974;;1;2;;;;;875000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;2;;1;310;1;1;1;1488;1;1;144;;1942;2;;;
101;23;47;15;15;1;100;3;1934;;1;2;;;;;6900000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;2;;1;300;1;1;1;1320;1;1;120;;1740;2;;;
103;1;1;9;13;1;18;4;1992;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;480;1;1;1;1070;1;1;120;;1670;2;;;
103;1;1;9;14;1;36;2;1992;;2;1;1;612;12;12;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;480;1;1;1;1320;1;1;120;;2532;1;1;9;900
103;1;1;9;19;1;32;2;1980;;2;1;1;516;12;12;220000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;2150;1;1;120;;3386;2;;;
103;1;7;25;13;1;40;4;1978;;1;2;;;;;500000;1;2;;;;850000;1;6;2008;750000;2;;;0;;;0;;;;;1;;;1;1;;1;960;1;1;1;4200;1;1;156;;755316;1;1;4;3600
103;1;7;25;15;1;37;4;1992;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;720;1;1;1;2400;1;1;132;;3252;1;1;12;840
103;1;7;25;19;1;15;4;1982;;2;1;1;78;12;12;65000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;126;1;1;1;360;1;1;132;;696;1;1;6;1800
103;1;11;18;13;1;35;4;1994;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;420;1;1;1;720;1;1;132;;1272;2;;;
103;1;11;18;14;1;40;2;1990;;1;2;;;;;300000;1;1;16100;12;12;480000;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;132;1;1;1;780;1;1;132;;1044;2;;;
103;1;11;18;15;1;18;4;1960;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;540;1;1;1;1800;1;1;132;;2472;2;;;
103;1;17;7;14;1;60;2;1991;;1;2;;;;;1500000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;720;1;1;1;1440;1;1;156;;2316;1;1;12;480
103;1;17;7;15;1;100;2;1994;;1;2;;;;;4000000;2;;;;;;2;;;;2;;;0;;;300;;;;;1;;;1;1;;1;300;1;1;1;1200;1;1;216;;2016;2;;;
103;1;17;7;19;1;100;2;2001;4;2;1;1;600;12;12;1000000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;1200;1;1;1;3600;1;1;180;;5580;1;1;12;1500
103;3;1;27;13;1;35;4;1999;;1;2;;;;;350000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;1800;1;1;132;;2532;2;;;
103;3;1;27;14;1;26;2;1998;;2;1;1;468;12;12;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;480;1;1;1;120;1;1;132;;1200;2;;;
103;3;1;27;15;1;44;2;1977;;1;2;;;;;400000;1;2;;;;200000;1;-1;2006;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;4800;1;1;168;;5568;1;1;12;400
103;3;5;7;15;1;60;4;1993;;3;2;;;;;600000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;480;1;1;1;960;1;1;168;;1608;2;;;
103;3;5;7;19;1;100;2;1982;;1;2;;;;;700000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;1440;1;1;216;;2256;1;1;10;120
103;3;5;7;20;1;110;2;1986;;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;960;1;1;1;2400;1;1;168;;3528;2;;;
103;3;9;20;13;1;27;2;1990;;1;2;;;;;250000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;780;1;1;132;;1512;2;;;
103;3;9;20;14;1;52;2;1965;;1;2;;;;;350000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;660;1;1;1;1320;1;1;132;;2112;2;;;
103;3;9;20;15;1;50;2;1984;;1;2;;;;;800000;2;;;;;;1;4;1984;;2;;;17000;;;0;;;;;1;;;1;1;;1;600;1;1;1;1440;1;1;144;;19184;2;;;
103;3;13;15;13;1;61;2;1962;;1;2;;;;;250000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;840;1;1;1;1750;1;1;132;;2722;2;;;
103;3;13;15;19;1;120;2;1986;;1;2;;;;;600000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;960;1;1;1;2160;1;1;132;;3252;2;;;
103;3;13;15;20;1;48;2;1998;;1;2;;;;;320000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;1080;1;1;1;2640;1;1;132;;3852;1;1;12;1500
103;3;19;12;13;1;85;2;1994;;1;2;;;;;650000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;600;1;1;1;3000;1;1;150;;3750;1;1;12;3600
103;3;19;12;14;1;20;2;2004;2;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;240;1;1;1;600;1;1;150;;990;1;2;;
103;3;19;12;15;1;60;2;1964;;1;2;;;;;4500000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;874;1;1;1;3960;1;1;216;;5050;1;2;;
103;3;23;12;21;1;70;2;1950;;1;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;780;1;1;1;1320;1;1;168;;2268;2;;;
103;3;23;12;22;1;70;2;1996;;1;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;720;1;1;1;1800;1;1;168;;2688;2;;;
